NomeEstacao;CodEstacao;Bacia;SubBacia;Operadora;Responsavel;Municipio-UF;Latitude;Longitude;Altitude;CodRio;NomeRio;Origem;StatusEstacao
AÇUDE TRUVISCO - JUSANTE 1;52230020;5;52;00114 - INEMA-BA - Instituto do Meio Ambiente e Recursos Hídrico...;00114 - INEMA-BA - Instituto do Meio Ambiente e Recursos Hídrico...;CACULÉ-BA;-14,5447;-42,3192;0;52243000;RIO DO SALTO;Açudes Semiárido;Ativo
AÇUDE TRUVISCO JUSANTE;52230100;5;52;00114 - INEMA-BA - Instituto do Meio Ambiente e Recursos Hídrico...;00001 - ANA - Agência Nacional de Águas;CACULÉ-BA;-14,5506;-42,2942;0;52243000;RIO DO SALTO;Açudes Semiárido;Ativo
AÇUDE ARACATU MONTANTE;52249800;5;52;00114 - INEMA-BA - Instituto do Meio Ambiente e Recursos Hídrico...;00001 - ANA - Agência Nacional de Águas;ARACATÚ-BA;-14,4725;-41,5122;0;52239000;RIACHO DO JARDIM;Açudes Semiárido;Ativo
AÇUDE ARACATU;52255000;5;52;00114 - INEMA-BA - Instituto do Meio Ambiente e Recursos Hídrico...;00001 - ANA - Agência Nacional de Águas;ARACATÚ-BA;-14,4494;-41,53;0;52239000;RIACHO DO JARDIM;Açudes Semiárido;Ativo
AÇUDE ARACATÚ JUSANTE;52255100;5;52;00114 - INEMA-BA - Instituto do Meio Ambiente e Recursos Hídrico...;00001 - ANA - Agência Nacional de Águas;ARACATÚ-BA;-14,4417;-41,5411;0;52239000;RIACHO DO JARDIM;Açudes Semiárido;Ativo
SANTO ANTÔNIO;52270000;5;52;00082 - CPRM - Cia de Pesquisa de Recursos Minerais;00001 - ANA - Agência Nacional de Águas;TANHAÇU-BA;-14,0961;-41,2917;321;52001000;RIO DE CONTAS;CotaOnline;Ativo
AÇUDE JACARÉ-IBIASSUCÊ MONTANTE;52270150;5;52;00114 - INEMA-BA - Instituto do Meio Ambiente e Recursos Hídrico...;00001 - ANA - Agência Nacional de Águas;IBIASSUCÊ-BA;-14,3175;-42,3603;0;52238000;RIACHO DAS ANTAS;Açudes Semiárido;Ativo
AÇUDE JACARÉ-IBIASSUCÊ;52270200;5;52;00114 - INEMA-BA - Instituto do Meio Ambiente e Recursos Hídrico...;00001 - ANA - Agência Nacional de Águas;IBIASSUCÊ-BA;-14,3033;-42,3292;0;52238000;RIACHO DAS ANTAS;Açudes Semiárido;Ativo
AÇUDE TREMENDAL MONTANTE;52290000;5;52;00114 - INEMA-BA - Instituto do Meio Ambiente e Recursos Hídrico...;00001 - ANA - Agência Nacional de Águas;TREMEDAL-BA;-15,0219;-41,4169;0;52311050;RIBEIRÃO RIACHO DA RESSACA;Açudes Semiárido;Ativo
AÇUDE TREMEDAL;52300000;5;52;00114 - INEMA-BA - Instituto do Meio Ambiente e Recursos Hídrico...;00114 - INEMA-BA - Instituto do Meio Ambiente e Recursos Hídrico...;TREMEDAL-BA;-14,9794;-41,4053;0;52311050;RIBEIRÃO RIACHO DA RESSACA;Açudes Semiárido;Ativo
AÇUDE TREMENDAL;52300000;5;52;00058 - DNOCS - Departamento Nacional de Obras Contra as Secas;00058 - DNOCS - Departamento Nacional de Obras Contra as Secas;TREMEDAL-BA;-14,98027;-41,40388;0;52311050;RIBEIRÃO RIACHO DA RESSACA;CotaOnline;Ativo
AÇUDE TREMENDAL JUSANTE;52300100;5;52;00114 - INEMA-BA - Instituto do Meio Ambiente e Recursos Hídrico...;00001 - ANA - Agência Nacional de Águas;TREMEDAL-BA;-14,9686;-41,4053;0;52311050;RIBEIRÃO RIACHO DA RESSACA;Açudes Semiárido;Ativo
AÇUDE ANAGÉ MONTANTE;52350900;5;52;00114 - INEMA-BA - Instituto do Meio Ambiente e Recursos Hídrico...;00001 - ANA - Agência Nacional de Águas;CARAIBAS-BA;-14,7753;-41,3289;0;52311000;RIO GAVIÃO;Açudes Semiárido;Ativo
AÇUDE ANAGÉ;52360000;5;52;00114 - INEMA-BA - Instituto do Meio Ambiente e Recursos Hídrico...;00001 - ANA - Agência Nacional de Águas;ANAGÉ-BA;-14,6281;-41,1928;0;52311000;RIO GAVIÃO;Açudes Semiárido;Ativo
AÇUDE ANAGÉ JUSANTE;52360100;5;52;00114 - INEMA-BA - Instituto do Meio Ambiente e Recursos Hídrico...;00001 - ANA - Agência Nacional de Águas;ANAGÉ-BA;-14,6286;-41,1889;0;52311000;RIO GAVIÃO;Açudes Semiárido;Ativo
AÇUDE CHAMPRÃO MONTANTE;52364900;5;52;00114 - INEMA-BA - Instituto do Meio Ambiente e Recursos Hídrico...;00001 - ANA - Agência Nacional de Águas;CONDEÚBA-BA;-14,9575;-42,0144;0;52300000;RIO CHAMPR;Açudes Semiárido;Ativo
AÇUDE CHAMPRÃO;52365000;5;52;00114 - INEMA-BA - Instituto do Meio Ambiente e Recursos Hídrico...;00001 - ANA - Agência Nacional de Águas;CONDEÚBA-BA;-14,91;-41,9628;0;52300000;RIO CHAMPR;Açudes Semiárido;Ativo
AÇUDE CHAMPRÃO JUSANTE;52365100;5;52;00114 - INEMA-BA - Instituto do Meio Ambiente e Recursos Hídrico...;00001 - ANA - Agência Nacional de Águas;CONDEÚBA-BA;-14,9044;-41,9603;0;52300000;RIO CHAMPR;Açudes Semiárido;Ativo
UHE PEDRA RIO GAVIÃO;52370010;5;52;00080 - CHESF - Companhia Hidro Elétrica do São Francisco-CHESF;00080 - CHESF - Companhia Hidro Elétrica do São Francisco-CHESF;ANAGÉ-BA;-14,6097;-41,1375;0;52311000;RIO GAVIÃO;Setor Elétrico;Ativo
AÇUDE MORRINHOS MONTANTE;52370900;5;52;00114 - INEMA-BA - Instituto do Meio Ambiente e Recursos Hídrico...;00001 - ANA - Agência Nacional de Águas;POÇÕES-BA;-14,6186;-40,2936;0;52259000;RIO MILAGRES;Açudes Semiárido;Ativo
AÇUDE MORRINHOS;52380000;5;52;00114 - INEMA-BA - Instituto do Meio Ambiente e Recursos Hídrico...;00001 - ANA - Agência Nacional de Águas;POÇÕES-BA;-14,5714;-40,3017;0;52259000;RIO MILAGRES;Açudes Semiárido;Ativo
AÇUDE MORRINHOS JUSANTE;52380100;5;52;00114 - INEMA-BA - Instituto do Meio Ambiente e Recursos Hídrico...;00001 - ANA - Agência Nacional de Águas;POÇÕES-BA;-14,5694;-40,3014;0;52259000;RIO MILAGRES;Açudes Semiárido;Ativo
EXU DO GAVIÃO;52391000;5;52;00082 - CPRM - Cia de Pesquisa de Recursos Minerais;00001 - ANA - Agência Nacional de Águas;TANHAÇU-BA;-14,1828;-41,0153;0;52311000;RIO GAVIÃO;CotaOnline;Ativo
AREIÃO;52404000;5;52;00082 - CPRM - Cia de Pesquisa de Recursos Minerais;00001 - ANA - Agência Nacional de Águas;MIRANTE-BA;-14,0314;-40,9825;272;52001000;RIO DE CONTAS;CotaOnline;Ativo
UHE PEDRA MONTANTE 1;52405100;5;52;00080 - CHESF - Companhia Hidro Elétrica do São Francisco-CHESF;00080 - CHESF - Companhia Hidro Elétrica do São Francisco-CHESF;MANOEL VITORINO-BA;-13,8781;-40,8969;251;52001000;RIO DE CONTAS;Setor Elétrico;Ativo
UHE PEDRA RESERVATÓRIO;52410100;5;52;00080 - CHESF - Companhia Hidro Elétrica do São Francisco-CHESF;00080 - CHESF - Companhia Hidro Elétrica do São Francisco-CHESF;JEQUIÉ-BA;-13,8481;-40,3439;332;52001000;RIO DE CONTAS;Setor Elétrico;Ativo
UHE PEDRA BARRAMENTO;52568080;5;52;00080 - CHESF - Companhia Hidro Elétrica do São Francisco-CHESF;00080 - CHESF - Companhia Hidro Elétrica do São Francisco-CHESF;JEQUIÉ-BA;-13,8689;-40,2358;0;52001000;RIO DE CONTAS;Setor Elétrico;Ativo
JEQUIÉ;52570000;5;52;00082 - CPRM - Cia de Pesquisa de Recursos Minerais;00001 - ANA - Agência Nacional de Águas;JEQUIÉ-BA;-13,8647;-40,0808;181;52001000;RIO DE CONTAS;CotaOnline;Ativo
UHE PEDRA JUSANTE;52570100;5;52;00080 - CHESF - Companhia Hidro Elétrica do São Francisco-CHESF;00080 - CHESF - Companhia Hidro Elétrica do São Francisco-CHESF;JEQUIÉ-BA;-13,8647;-40,0808;0;52001000;RIO DE CONTAS;Setor Elétrico;Ativo
UHE FUNIL MONTANTE 2;52680010;5;52;00080 - CHESF - Companhia Hidro Elétrica do São Francisco-CHESF;00080 - CHESF - Companhia Hidro Elétrica do São Francisco-CHESF;ITAGIBA-BA;-14,1444;-39,7317;135;52001000;RIO DE CONTAS;Setor Elétrico;Ativo
UHE FUNIL RESERVATÓRIO 2;52697060;5;52;00080 - CHESF - Companhia Hidro Elétrica do São Francisco-CHESF;00080 - CHESF - Companhia Hidro Elétrica do São Francisco-CHESF;UBAITABA-BA;-14,2308;-39,4697;100;52001000;RIO DE CONTAS;Setor Elétrico;Ativo
UHE FUNIL RESERVATÓRIO 1;52697070;5;52;00080 - CHESF - Companhia Hidro Elétrica do São Francisco-CHESF;00080 - CHESF - Companhia Hidro Elétrica do São Francisco-CHESF;UBAITABA-BA;-14,2289;-39,4642;100;52001000;RIO DE CONTAS;Setor Elétrico;Ativo
UHE FUNIL BARRAMENTO;52697080;5;52;00080 - CHESF - Companhia Hidro Elétrica do São Francisco-CHESF;00080 - CHESF - Companhia Hidro Elétrica do São Francisco-CHESF;GONGOGI-BA;-14,2292;-39,4631;0;52001000;RIO DE CONTAS;Setor Elétrico;Ativo
UHE FUNIL JUSANTE;52698000;5;52;00080 - CHESF - Companhia Hidro Elétrica do São Francisco-CHESF;00080 - CHESF - Companhia Hidro Elétrica do São Francisco-CHESF;UBAITABA-BA;-14,2344;-39,4589;0;52001000;RIO DE CONTAS;Setor Elétrico;Ativo
UHE FUNIL RIO GONGOGI;52790020;5;52;00080 - CHESF - Companhia Hidro Elétrica do São Francisco-CHESF;00080 - CHESF - Companhia Hidro Elétrica do São Francisco-CHESF;GONGOGI-BA;-14,3258;-39,4636;0;52400000;RIO GONGOGI;Setor Elétrico;Ativo
UHE FUNIL MONTANTE 1;52811100;5;52;00080 - CHESF - Companhia Hidro Elétrica do São Francisco-CHESF;00080 - CHESF - Companhia Hidro Elétrica do São Francisco-CHESF;UBATÃ-BA;-14,2086;-39,5461;0;52001000;RIO DE CONTAS;Setor Elétrico;Ativo
ITAJUÍPE;53050000;5;53;00114 - INEMA-BA - Instituto do Meio Ambiente e Recursos Hídrico...;00114 - INEMA-BA - Instituto do Meio Ambiente e Recursos Hídrico...;ITAJUÍPE-BA;-14,6744;-39,3769;78;53120000;RIO ALMADA;RHN;Ativo
ITAJÚ DO COLÔNIA;53130000;5;53;00114 - INEMA-BA - Instituto do Meio Ambiente e Recursos Hídrico...;00114 - INEMA-BA - Instituto do Meio Ambiente e Recursos Hídrico...;ITAJU DO COLÔNIA-BA;-15,1444;-39,7225;165;53220000;RIO COLÔNIA;RHN;Ativo
ESTIVA DE BAIXO;53140000;5;53;00114 - INEMA-BA - Instituto do Meio Ambiente e Recursos Hídrico...;00114 - INEMA-BA - Instituto do Meio Ambiente e Recursos Hídrico...;ITAPÉ-BA;-14,9339;-39,4675;101;53220000;RIO COLÔNIA;RHN;Ativo
FAZENDA VALMONTE;53320200;5;53;00114 - INEMA-BA - Instituto do Meio Ambiente e Recursos Hídrico...;00114 - INEMA-BA - Instituto do Meio Ambiente e Recursos Hídrico...;UNA-BA;-15,2831;-39,1125;0;53300000;RIO UNA;RHN;Ativo
PASSAGEM DAS ÉGUAS;53460500;5;53;00082 - CPRM - Cia de Pesquisa de Recursos Minerais;00001 - ANA - Agência Nacional de Águas;RIO PARDO DE MINAS-MG;-15,6686;-42,4533;0;53400000;RIO PARDO;CotaOnline;Ativo
PASSAGEM DAS ÉGUAS;53460500;5;53;00082 - CPRM - Cia de Pesquisa de Recursos Minerais;00001 - ANA - Agência Nacional de Águas;RIO PARDO DE MINAS-MG;-15,6686;-42,4533;0;53400000;RIO PARDO;RHN;Ativo
CH MORAIS JUSANTE;53470000;5;53;00082 - CPRM - Cia de Pesquisa de Recursos Minerais;00001 - ANA - Agência Nacional de Águas;RIO PARDO DE MINAS-MG;-15,7;-42,3667;0;53400000;RIO PARDO;RHN;Ativo
CH MORAIS JUSANTE;53470000;5;53;00082 - CPRM - Cia de Pesquisa de Recursos Minerais;00001 - ANA - Agência Nacional de Águas;RIO PARDO DE MINAS-MG;-15,7;-42,3667;0;53400000;RIO PARDO;CotaOnline;Ativo
PCH MACHADO MINEIRO LAGOA DA PEDRA;53493000;5;53;00239 - HORIZONTES - Horizontes Energia S.A.;00239 - HORIZONTES - Horizontes Energia S.A.;TAIOBEIRAS-MG;-15,7075;-42,1594;0;53400000;RIO PARDO;Setor Elétrico;Ativo
PCH MACHADO MINEIRO RIO SÃO JOÃO DO PARAÍSO;53500001;5;53;00239 - HORIZONTES - Horizontes Energia S.A.;00239 - HORIZONTES - Horizontes Energia S.A.;INDAIABIRA-MG;-15,5581;-41,9778;0;53493100;RIBEIRÃO SÃO JOÃO DO PARAÍSO;Setor Elétrico;Ativo
PCH MACHADO MINEIRO RESERVATÓRIO;53510000;5;53;00239 - HORIZONTES - Horizontes Energia S.A.;00239 - HORIZONTES - Horizontes Energia S.A.;ÁGUAS VERMELHAS-MG;-15,5064;-41,7047;0;53400000;RIO PARDO;Setor Elétrico;Ativo
PCH MACHADO MINEIRO BARRAMENTO;53510080;5;53;00239 - HORIZONTES - Horizontes Energia S.A.;00239 - HORIZONTES - Horizontes Energia S.A.;ÁGUAS VERMELHAS-MG;-15,5225;-41,5111;0;53400000;RIO PARDO;Setor Elétrico;Ativo
PCH MACHADO MINEIRO JUSANTE;53510100;5;53;00239 - HORIZONTES - Horizontes Energia S.A.;00239 - HORIZONTES - Horizontes Energia S.A.;SÃO JOÃO DO PARAÍSO-MG;-15,4928;-41,4519;0;53400000;RIO PARDO;Setor Elétrico;Ativo
VEREDA DO PARAÍSO;53540001;5;53;00082 - CPRM - Cia de Pesquisa de Recursos Minerais;00001 - ANA - Agência Nacional de Águas;SÃO JOÃO DO PARAÍSO-MG;-15,4936;-41,4503;800;53400000;RIO PARDO;RHN;Ativo
VEREDA DO PARAÍSO;53540001;5;53;00082 - CPRM - Cia de Pesquisa de Recursos Minerais;00001 - ANA - Agência Nacional de Águas;SÃO JOÃO DO PARAÍSO-MG;-15,4936;-41,4503;800;53400000;RIO PARDO;CotaOnline;Ativo
AÇUDE SAMAMBAIA;53541000;5;53;00101 - IGAM-MG - Instituto Mineiro de Gestão das Águas;00001 - ANA - Agência Nacional de Águas;ÁGUAS VERMELHAS-MG;-15,7714;-41,4878;0;53452000;RIO MOSQUITO;Açudes Semiárido;Ativo
CÂNDIDO SALES;53620000;5;53;00082 - CPRM - Cia de Pesquisa de Recursos Minerais;00001 - ANA - Agência Nacional de Águas;CÂNDIDO SALES-BA;-15,5133;-41,2367;610;53400000;RIO PARDO;RHN;Ativo
CÂNDIDO SALES;53620000;5;53;00082 - CPRM - Cia de Pesquisa de Recursos Minerais;00001 - ANA - Agência Nacional de Águas;CÂNDIDO SALES-BA;-15,5133;-41,2367;610;53400000;RIO PARDO;CotaOnline;Ativo
INHOBIM;53630000;5;53;00082 - CPRM - Cia de Pesquisa de Recursos Minerais;00001 - ANA - Agência Nacional de Águas;VITÓRIA DA CONQUISTA-BA;-15,3397;-40,9328;482;53400000;RIO PARDO;CotaOnline;Ativo
INHOBIM;53630000;5;53;00082 - CPRM - Cia de Pesquisa de Recursos Minerais;00001 - ANA - Agência Nacional de Águas;VITÓRIA DA CONQUISTA-BA;-15,3397;-40,9328;482;53400000;RIO PARDO;RHN;Ativo
ITAMBÉ;53650000;5;53;00082 - CPRM - Cia de Pesquisa de Recursos Minerais;00001 - ANA - Agência Nacional de Águas;ITAMBÉ-BA;-15,2483;-40,6311;342;53400000;RIO PARDO;CotaOnline;Ativo
ITAMBÉ;53650000;5;53;00082 - CPRM - Cia de Pesquisa de Recursos Minerais;00001 - ANA - Agência Nacional de Águas;ITAMBÉ-BA;-15,2483;-40,6311;342;53400000;RIO PARDO;Inpe/Sivam(desativadas);Ativo
MAIQUINIQUE;53700000;5;53;00114 - INEMA-BA - Instituto do Meio Ambiente e Recursos Hídrico...;00114 - INEMA-BA - Instituto do Meio Ambiente e Recursos Hídrico...;MAIQUINIQUE-BA;-15,6144;-40,2592;0;53480000;RIBEIRÃO DAS PALMEIRAS;Açudes Semiárido;Ativo
AÇUDE ÁGUA FRIA I MONTANTE;53700500;5;53;00114 - INEMA-BA - Instituto do Meio Ambiente e Recursos Hídrico...;00001 - ANA - Agência Nacional de Águas;BARRA DO CHOCA-BA;-14,9475;-40,6208;0;53471550;RIACHO ÁGUA FRIA;Açudes Semiárido;Ativo
AÇUDE ÁGUA FRIA I;53701500;5;53;00114 - INEMA-BA - Instituto do Meio Ambiente e Recursos Hídrico...;00001 - ANA - Agência Nacional de Águas;BARRA DO CHOCA-BA;-14,9247;-40,5928;0;53320400;CÓRREGO ÁGUA FRIA;Açudes Semiárido;Ativo
AÇUDE CATOLÉ MONTANTE;53702000;5;53;00114 - INEMA-BA - Instituto do Meio Ambiente e Recursos Hídrico...;00001 - ANA - Agência Nacional de Águas;BARRA DO CHOCA-BA;-14,8747;-40,5339;0;53472000;RIO CATOLE GRANDE;Açudes Semiárido;Ativo
AÇUDE ÁGUA FRIA II MONTANTE;53710900;5;53;00114 - INEMA-BA - Instituto do Meio Ambiente e Recursos Hídrico...;00001 - ANA - Agência Nacional de Águas;BARRA DO CHOCA-BA;-14,9361;-40,5653;0;53471550;RIACHO ÁGUA FRIA;Açudes Semiárido;Ativo
AÇUDE SERRA PRETA MONTANTE;53712000;5;53;00114 - INEMA-BA - Instituto do Meio Ambiente e Recursos Hídrico...;00001 - ANA - Agência Nacional de Águas;BARRA DO CHOCA-BA;-14,8075;-40,5033;0;53430550;RIACHO SERRA PRETA;Açudes Semiárido;Ativo
AÇUDE DE SERRA PRETA;53713000;5;53;00114 - INEMA-BA - Instituto do Meio Ambiente e Recursos Hídrico...;00001 - ANA - Agência Nacional de Águas;BARRA DO CHOCA-BA;-14,8436;-40,4753;0;53430550;RIACHO SERRA PRETA;Açudes Semiárido;Ativo
AÇUDE SERRA PRETA JUSANTE;53713500;5;53;00114 - INEMA-BA - Instituto do Meio Ambiente e Recursos Hídrico...;00001 - ANA - Agência Nacional de Águas;BARRA DO CHOCA-BA;-14,845;-40,4747;0;53430550;RIACHO SERRA PRETA;Açudes Semiárido;Ativo
AÇUDE ÁGUA FRIA II;53720000;5;53;00114 - INEMA-BA - Instituto do Meio Ambiente e Recursos Hídrico...;00001 - ANA - Agência Nacional de Águas;BARRA DO CHOCA-BA;-14,9119;-40,5717;0;53471550;RIACHO ÁGUA FRIA;Açudes Semiárido;Ativo
AÇUDE ÁGUA FRIA II JUSANTE;53720100;5;53;00114 - INEMA-BA - Instituto do Meio Ambiente e Recursos Hídrico...;00001 - ANA - Agência Nacional de Águas;BARRA DO CHOCA-BA;-14,9108;-40,5719;0;53471550;RIACHO ÁGUA FRIA;Açudes Semiárido;Ativo
ITAPETINGA;53780000;5;53;00082 - CPRM - Cia de Pesquisa de Recursos Minerais;00001 - ANA - Agência Nacional de Águas;ITAPETINGA-BA;-15,2414;-40,2333;240;53472000;RIO CATOLE GRANDE;RHN;Ativo
ITAPETINGA;53780000;5;53;00082 - CPRM - Cia de Pesquisa de Recursos Minerais;00001 - ANA - Agência Nacional de Águas;ITAPETINGA-BA;-15,2414;-40,2333;240;53472000;RIO CATOLE GRANDE;CotaOnline;Ativo
FAZENDA NANCY;53880000;5;53;00082 - CPRM - Cia de Pesquisa de Recursos Minerais;00001 - ANA - Agência Nacional de Águas;CAMACAN-BA;-15,6039;-39,5167;69;53400000;RIO PARDO;RHN;Ativo
FAZENDA NANCY;53880000;5;53;00082 - CPRM - Cia de Pesquisa de Recursos Minerais;00001 - ANA - Agência Nacional de Águas;CAMACAN-BA;-15,6039;-39,5167;69;53400000;RIO PARDO;CotaOnline;Ativo
MASCOTE;53950000;5;53;00082 - CPRM - Cia de Pesquisa de Recursos Minerais;00001 - ANA - Agência Nacional de Águas;MASCOTE-BA;-15,5686;-39,3044;4;53400000;RIO PARDO;CotaOnline;Ativo
MASCOTE;53950000;5;53;00082 - CPRM - Cia de Pesquisa de Recursos Minerais;00001 - ANA - Agência Nacional de Águas;MASCOTE-BA;-15,5686;-39,3044;4;53400000;RIO PARDO;RHN;Ativo
UHE IRAPÉ MONTANTE;54010020;5;54;00023 - CEMIG - CEMIG Geração e Transmissão S.A;00023 - CEMIG - CEMIG Geração e Transmissão S.A;BOCAIÚVA-MG;-17,3156;-43,2125;0;54001000;RIO JEQUITINHONHA;Setor Elétrico;Ativo
PCH SANTA MARTA BARRAMENTO;54095080;5;54;00023 - CEMIG - CEMIG Geração e Transmissão S.A;00023 - CEMIG - CEMIG Geração e Transmissão S.A;GRÃO MOGOL-MG;-16,6269;-43,3078;0;54163650;RIBEIRÃO TICORORO;Setor Elétrico;Ativo
PCH SANTA MARTA JUSANTE;54095100;5;54;00023 - CEMIG - CEMIG Geração e Transmissão S.A;00023 - CEMIG - CEMIG Geração e Transmissão S.A;GRÃO MOGOL-MG;-16,6308;-43,3011;793;54163650;RIBEIRÃO TICORORO;Setor Elétrico;Ativo
FAZENDA JAMBEIRO - GRÃO MOGOL;54110003;5;54;00101 - IGAM-MG - Instituto Mineiro de Gestão das Águas;00001 - ANA - Agência Nacional de Águas;GRÃO MOGOL-MG;-16,5914;-42,9183;750;54160000;RIO ITACAMBIRUCU;RHN;Ativo
UHE IRAPÉ RIO ITACAMBIRUÇU;54110005;5;54;00023 - CEMIG - CEMIG Geração e Transmissão S.A;00023 - CEMIG - CEMIG Geração e Transmissão S.A;GRÃO MOGOL-MG;-16,5925;-42,9164;0;54160000;RIO ITACAMBIRUCU;Setor Elétrico;Ativo
UHE IRAPÉ RESERVATÓRIO 2;54133000;5;54;00023 - CEMIG - CEMIG Geração e Transmissão S.A;00023 - CEMIG - CEMIG Geração e Transmissão S.A;BERILO-MG;-16,8119;-42,6833;0;54001000;RIO JEQUITINHONHA;Setor Elétrico;Ativo
UHE IRAPÉ RESERVATÓRIO 1;54138000;5;54;00023 - CEMIG - CEMIG Geração e Transmissão S.A;00023 - CEMIG - CEMIG Geração e Transmissão S.A;BERILO-MG;-16,7336;-42,5861;520;54001000;RIO JEQUITINHONHA;Setor Elétrico;Ativo
UHE IRAPÉ BARRAMENTO;54140000;5;54;00023 - CEMIG - CEMIG Geração e Transmissão S.A;00023 - CEMIG - CEMIG Geração e Transmissão S.A;GRÃO MOGOL-MG;-16,7358;-42,5731;0;54001000;RIO JEQUITINHONHA;Setor Elétrico;Ativo
UHE IRAPÉ JUSANTE;54150001;5;54;00023 - CEMIG - CEMIG Geração e Transmissão S.A;00023 - CEMIG - CEMIG Geração e Transmissão S.A;GRÃO MOGOL-MG;-16,6781;-42,4867;318;54001000;RIO JEQUITINHONHA;Setor Elétrico;Ativo
AÇUDE BANANAL;54166900;5;54;00101 - IGAM-MG - Instituto Mineiro de Gestão das Águas;00001 - ANA - Agência Nacional de Águas;SALINAS-MG;-16,0878;-42,0572;600;54166000;RIBEIRÃO BANANAL;RHN;Ativo
AÇUDE BANANAL;54166900;5;54;00101 - IGAM-MG - Instituto Mineiro de Gestão das Águas;00001 - ANA - Agência Nacional de Águas;SALINAS-MG;-16,0878;-42,0572;600;54166000;RIBEIRÃO BANANAL;Açudes Semiárido;Ativo
AÇUDE RIO SALINAS;54185000;5;54;00101 - IGAM-MG - Instituto Mineiro de Gestão das Águas;00001 - ANA - Agência Nacional de Águas;SALINAS-MG;-16,1144;-42,2822;0;54190000;RIO SALINAS;Açudes Semiárido;Ativo
BARRA DO SALINAS;54195000;5;54;00082 - CPRM - Cia de Pesquisa de Recursos Minerais;00001 - ANA - Agência Nacional de Águas;VIRGEM DA LAPA-MG;-16,6175;-42,3097;350;54001000;RIO JEQUITINHONHA;CotaOnline;Ativo
UHE ITAPEBI MONTANTE 5;54200500;5;54;00206 - ITAPEBI - Itapebi Geração de Energia S.A.;00206 - ITAPEBI - Itapebi Geração de Energia S.A.;CORONEL MURTA-MG;-16,6353;-42,2014;291;54001000;RIO JEQUITINHONHA;Setor Elétrico;Ativo
ARAÇUAÍ;54500000;5;54;00082 - CPRM - Cia de Pesquisa de Recursos Minerais;00001 - ANA - Agência Nacional de Águas;ARAÇUAÍ-MG;-16,8503;-42,0631;270;54200000;RIO ARAÇUAÍ;RHN;Ativo
UHE ITAPEBI ARAÇUAÍ;54502000;5;54;00206 - ITAPEBI - Itapebi Geração de Energia S.A.;00206 - ITAPEBI - Itapebi Geração de Energia S.A.;ARAÇUAÍ-MG;-16,8514;-42,0781;283;54200000;RIO ARAÇUAÍ;Setor Elétrico;Ativo
UHE ITAPEBI MONTANTE 4;54530800;5;54;00206 - ITAPEBI - Itapebi Geração de Energia S.A.;00206 - ITAPEBI - Itapebi Geração de Energia S.A.;ARAÇUAÍ-MG;-16,7597;-42;274;54001000;RIO JEQUITINHONHA;Setor Elétrico;Ativo
UHE ITAPEBI MONTANTE 3;54710500;5;54;00206 - ITAPEBI - Itapebi Geração de Energia S.A.;00206 - ITAPEBI - Itapebi Geração de Energia S.A.;JEQUITINHONHA-MG;-16,4272;-41,0131;206;54001000;RIO JEQUITINHONHA;Setor Elétrico;Ativo
FAZENDA BOA SORTE JUSANTE;54730006;5;54;00101 - IGAM-MG - Instituto Mineiro de Gestão das Águas;00001 - ANA - Agência Nacional de Águas;JOAIMA-MG;-16,6222;-41,0281;300;54363000;RIO SÃO MIGUEL;RHN;Ativo
UHE ITAPEBI MONTANTE 1;54790000;5;54;00206 - ITAPEBI - Itapebi Geração de Energia S.A.;00206 - ITAPEBI - Itapebi Geração de Energia S.A.;SALTO DA DIVISA-MG;-16,08;-40,0525;136;54001000;RIO JEQUITINHONHA;Setor Elétrico;Ativo
AÇUDE SOBERBO;54860000;5;54;00101 - IGAM-MG - Instituto Mineiro de Gestão das Águas;00001 - ANA - Agência Nacional de Águas;PEDRA AZUL-MG;-15,8539;-41,2808;0;54155000;RIBEIRÃO SOBERBO;Açudes Semiárido;Ativo
UHE ITAPEBI RESERVATÓRIO;54920000;5;54;00206 - ITAPEBI - Itapebi Geração de Energia S.A.;00206 - ITAPEBI - Itapebi Geração de Energia S.A.;ITAPEBI-BA;-15,9664;-39,6872;35;54001000;RIO JEQUITINHONHA;Setor Elétrico;Ativo
UHE ITAPEBI BARRAMENTO;54940000;5;54;00206 - ITAPEBI - Itapebi Geração de Energia S.A.;00206 - ITAPEBI - Itapebi Geração de Energia S.A.;ITAPEBI-BA;-15,9683;-39,5897;111;54001000;RIO JEQUITINHONHA;Setor Elétrico;Ativo
UHE ITAPEBI JUSANTE;54945000;5;54;00206 - ITAPEBI - Itapebi Geração de Energia S.A.;00206 - ITAPEBI - Itapebi Geração de Energia S.A.;ITAPEBI-BA;-15,9478;-39,5225;30;54001000;RIO JEQUITINHONHA;Setor Elétrico;Ativo
PCH CACHOEIRA DA LIXA MONTANTE;55354000;5;55;00698 - ESPRA - Energética Serra da Prata S.A-ESPRA;00698 - ESPRA - Energética Serra da Prata S.A-ESPRA;JUCURUÇU-BA;-17,0656;-40,0675;388;55213400;RIO JUCURUÇU - BRAÇO SUL;Setor Elétrico;Ativo
PCH CACHOEIRA DA LIXA BARRAMENTO;55354100;5;55;00698 - ESPRA - Energética Serra da Prata S.A-ESPRA;00698 - ESPRA - Energética Serra da Prata S.A-ESPRA;ITAMARAJU-BA;-17,0747;-40,0692;372;55213400;RIO JUCURUÇU - BRAÇO SUL;Setor Elétrico;Ativo
